137.88, 3, 2
137.52, 0, 2
137.04, 0, 2
137.18, 0, 2
134.23, 0, 2
132.86, 0, 2
129.60, 0, 2
128.06, 0, 2
128.06, 0, 2
128.06, 0, 2
128.06, 0, 2
120.01, 0, 2
119.71, 0, 2
112.86, 0, 2
99.08, 0, 2
94.42, 0, 2
90.48, 0, 2
84.08, 0, 2
84.08, 0, 2
84.08, 0, 2
84.08, 0, 2
84.08, 0, 2
84.08, 0, 2
84.08, 0, 2
41.16, 0, 2
41.16, 0, 2
41.16, 0, 2
39.09, 0, 5
38.89, 0, 5
38.70, 0, 5
38.37, 0, 5
35.73, 0, 5
35.66, 0, 5
35.63, 0, 5
35.63, 0, 5
35.63, 0, 5
35.63, 0, 5
35.63, 0, 5
35.63, 0, 5
35.63, 0, 5
35.34, 0, 5
35.34, 0, 5
35.34, 0, 5
35.34, 0, 5
35.34, 0, 5
35.34, 0, 5
36.56, 0, 19
45.74, 2, 264
51.88, 2, 264
61.24, 0, 264
64.98, 0, 264
68.26, 0, 264
73.75, 0, 264
76.06, 0, 264
118.53, 0, 264
118.46, 0, 264
118.46, 0, 264
118.46, 0, 264
118.46, 0, 264
118.46, 0, 264
118.46, 0, 264
118.46, 0, 264
117.47, 0, 264
117.47, 0, 264
117.47, 0, 264
117.47, 0, 264
117.51, 0, 782
117.67, 0, 3878
117.91, 28, 3878
118.04, 58, 3878
121.90, 58, 3878
123.86, 58, 6634
130.35, 62, 2892
131.97, 49, 440
141.05, 49, 272
143.16, 5, 272
144.57, 0, 272
145.67, 0, 272
145.31, 0, 272
144.34, 0, 272
137.17, 0, 272
135.67, 1, 272
135.43, 0, 3884
135.85, 2, 6320
136.00, 2, 6320
136.01, 3, 6320
136.02, 3, 6320
132.83, 4, 6320
131.40, 4, 6320
129.88, 4, 6320
126.26, 4, 6320
124.60, 4, 6320
121.31, 3, 6320
118.15, 4, 6320
117.98, 3, 6320
118.03, 3, 6320
117.89, 3, 6320
117.86, 3, 6320
117.92, 3, 6320
117.82, 4, 6320
117.78, 2, 6320
117.86, 3, 6320
117.85, 3, 6320
117.82, 3, 6320
117.79, 4, 6320
117.85, 2, 6320
117.86, 2, 6320
117.94, 3, 6320
117.91, 3, 6320
117.90, 3, 6320
117.90, 3, 6320
117.97, 2, 6320
117.92, 4, 6320
117.88, 4, 6320
117.93, 3, 6320
117.96, 3, 6320
118.01, 3, 6320
117.92, 2, 6320
117.89, 2, 6320
117.88, 2, 6320
117.97, 2, 6320
117.99, 4, 6320
117.91, 2, 6320
118.03, 2, 6320
117.96, 3, 6320
118.01, 3, 6320
118.03, 3, 6320
118.01, 2, 6320
118.01, 2, 6320
117.99, 2, 6320
117.92, 4, 6320
117.83, 2, 6320
117.96, 2, 6320
117.93, 3, 6320
117.95, 3, 6320
117.88, 3, 6320
117.91, 3, 6320
117.91, 3, 6320
117.98, 2, 6320
117.90, 3, 6320
117.83, 3, 6320
117.98, 3, 6320
117.94, 3, 6320
118.00, 3, 6320
117.99, 3, 6320
117.94, 2, 6320
117.93, 2, 6320
117.90, 3, 6320
117.90, 2, 6320
117.79, 2, 6320
117.85, 2, 6320
117.85, 2, 6320
117.87, 2, 6320
117.85, 3, 6320
117.89, 2, 6320
117.98, 2, 6320
118.07, 2, 6320
118.09, 2, 6320
118.02, 3, 6320
118.12, 3, 6320
118.12, 1, 6320
118.10, 3, 6320
118.09, 3, 6320
118.07, 2, 6320
118.09, 3, 6320
118.02, 1, 6320
118.06, 1, 6320
118.04, 2, 6320
118.02, 2, 6320
118.08, 2, 6320
118.02, 3, 6320
117.98, 3, 6320
117.96, 2, 6320
118.05, 2, 6320
117.94, 3, 6320
117.91, 1, 6320
117.96, 3, 6320
117.99, 3, 6320
117.97, 2, 6320
117.85, 3, 6320
117.90, 2, 6320
117.89, 3, 6320
117.84, 3, 6320
117.86, 3, 6320
117.82, 3, 6320
117.84, 3, 6320
117.85, 3, 6320
117.93, 3, 6320
117.87, 2, 6320
117.93, 2, 6320
117.90, 2, 6320
117.91, 1, 6320
