Time,"Temp:Edge,0","Temp:Junction,0","Temp:Mem,0","Temp:Edge,1","Temp:Junction,1","Temp:Mem,1","Temp:Edge,2","Temp:Junction,2","Temp:Mem,2","Temp:Edge,3","Temp:Junction,3","Temp:Mem,3","Temp:Loc1,0","Temp:Tctl,0","Temp:Tccd8,0","Temp:Tccd1,0","Temp:Tccd2,0","Temp:Tccd3,0","Temp:Tccd4,0","Temp:Tccd5,0","Temp:Tccd6,0","Temp:Tccd7,0","Temp:Tctl,1","Temp:Tccd8,1","Temp:Tccd1,1","Temp:Tccd2,1","Temp:Tccd3,1","Temp:Tccd4,1","Temp:Tccd5,1","Temp:Tccd6,1","Temp:Tccd7,1",Frequency:Avg,Frequency:Core 0,Frequency:Core 1,Frequency:Core 2,Frequency:Core 3,Frequency:Core 4,Frequency:Core 5,Frequency:Core 6,Frequency:Core 7,Frequency:Core 8,Frequency:Core 9,Frequency:Core 10,Frequency:Core 11,Frequency:Core 12,Frequency:Core 13,Frequency:Core 14,Frequency:Core 15,Frequency:Core 16,Frequency:Core 17,Frequency:Core 18,Frequency:Core 19,Frequency:Core 20,Frequency:Core 21,Frequency:Core 22,Frequency:Core 23,Frequency:Core 24,Frequency:Core 25,Frequency:Core 26,Frequency:Core 27,Frequency:Core 28,Frequency:Core 29,Frequency:Core 30,Frequency:Core 31,Frequency:Core 32,Frequency:Core 33,Frequency:Core 34,Frequency:Core 35,Frequency:Core 36,Frequency:Core 37,Frequency:Core 38,Frequency:Core 39,Frequency:Core 40,Frequency:Core 41,Frequency:Core 42,Frequency:Core 43,Frequency:Core 44,Frequency:Core 45,Frequency:Core 46,Frequency:Core 47,Frequency:Core 48,Frequency:Core 49,Frequency:Core 50,Frequency:Core 51,Frequency:Core 52,Frequency:Core 53,Frequency:Core 54,Frequency:Core 55,Frequency:Core 56,Frequency:Core 57,Frequency:Core 58,Frequency:Core 59,Frequency:Core 60,Frequency:Core 61,Frequency:Core 62,Frequency:Core 63,Frequency:Core 64,Frequency:Core 65,Frequency:Core 66,Frequency:Core 67,Frequency:Core 68,Frequency:Core 69,Frequency:Core 70,Frequency:Core 71,Frequency:Core 72,Frequency:Core 73,Frequency:Core 74,Frequency:Core 75,Frequency:Core 76,Frequency:Core 77,Frequency:Core 78,Frequency:Core 79,Frequency:Core 80,Frequency:Core 81,Frequency:Core 82,Frequency:Core 83,Frequency:Core 84,Frequency:Core 85,Frequency:Core 86,Frequency:Core 87,Frequency:Core 88,Frequency:Core 89,Frequency:Core 90,Frequency:Core 91,Frequency:Core 92,Frequency:Core 93,Frequency:Core 94,Frequency:Core 95,Frequency:Core 96,Frequency:Core 97,Frequency:Core 98,Frequency:Core 99,Frequency:Core 100,Frequency:Core 101,Frequency:Core 102,Frequency:Core 103,Frequency:Core 104,Frequency:Core 105,Frequency:Core 106,Frequency:Core 107,Frequency:Core 108,Frequency:Core 109,Frequency:Core 110,Frequency:Core 111,Frequency:Core 112,Frequency:Core 113,Frequency:Core 114,Frequency:Core 115,Frequency:Core 116,Frequency:Core 117,Frequency:Core 118,Frequency:Core 119,Frequency:Core 120,Frequency:Core 121,Frequency:Core 122,Frequency:Core 123,Frequency:Core 124,Frequency:Core 125,Frequency:Core 126,Frequency:Core 127,Util:Avg,Util:Core 0,Util:Core 1,Util:Core 2,Util:Core 3,Util:Core 4,Util:Core 5,Util:Core 6,Util:Core 7,Util:Core 8,Util:Core 9,Util:Core 10,Util:Core 11,Util:Core 12,Util:Core 13,Util:Core 14,Util:Core 15,Util:Core 16,Util:Core 17,Util:Core 18,Util:Core 19,Util:Core 20,Util:Core 21,Util:Core 22,Util:Core 23,Util:Core 24,Util:Core 25,Util:Core 26,Util:Core 27,Util:Core 28,Util:Core 29,Util:Core 30,Util:Core 31,Util:Core 32,Util:Core 33,Util:Core 34,Util:Core 35,Util:Core 36,Util:Core 37,Util:Core 38,Util:Core 39,Util:Core 40,Util:Core 41,Util:Core 42,Util:Core 43,Util:Core 44,Util:Core 45,Util:Core 46,Util:Core 47,Util:Core 48,Util:Core 49,Util:Core 50,Util:Core 51,Util:Core 52,Util:Core 53,Util:Core 54,Util:Core 55,Util:Core 56,Util:Core 57,Util:Core 58,Util:Core 59,Util:Core 60,Util:Core 61,Util:Core 62,Util:Core 63,Util:Core 64,Util:Core 65,Util:Core 66,Util:Core 67,Util:Core 68,Util:Core 69,Util:Core 70,Util:Core 71,Util:Core 72,Util:Core 73,Util:Core 74,Util:Core 75,Util:Core 76,Util:Core 77,Util:Core 78,Util:Core 79,Util:Core 80,Util:Core 81,Util:Core 82,Util:Core 83,Util:Core 84,Util:Core 85,Util:Core 86,Util:Core 87,Util:Core 88,Util:Core 89,Util:Core 90,Util:Core 91,Util:Core 92,Util:Core 93,Util:Core 94,Util:Core 95,Util:Core 96,Util:Core 97,Util:Core 98,Util:Core 99,Util:Core 100,Util:Core 101,Util:Core 102,Util:Core 103,Util:Core 104,Util:Core 105,Util:Core 106,Util:Core 107,Util:Core 108,Util:Core 109,Util:Core 110,Util:Core 111,Util:Core 112,Util:Core 113,Util:Core 114,Util:Core 115,Util:Core 116,Util:Core 117,Util:Core 118,Util:Core 119,Util:Core 120,Util:Core 121,Util:Core 122,Util:Core 123,Util:Core 124,Util:Core 125,Util:Core 126,Util:Core 127,"Power:package-0,0","Power:core,0","Power:package-1,0","Power:core,1"
2024-12-28_20:57:21,37.0,39.0,51.0,41.0,41.0,51.0,39.0,41.0,51.0,41.0,45.0,51.0,42.0,44.9,48.5,40.8,40.2,43.0,41.2,41.5,40.2,41.5,46.0,40.5,39.8,40.8,43.0,39.5,42.2,42.0,43.2,1.6,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2.4,1.5,1.8,1.5,1.5,1.5,1.5,1.8,1.5,1.5,1.7,1.5,1.5,1.5,1.5,1.5,1.8,1.5,1.5,1.5,1.5,1.5,1.5,1.6,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2.6,3.0,1.5,3.0,3.4,2.6,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.8,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2.0,1.5,2.6,2.0,2.0,1.5,1.6,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.8,1.9,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,11.1,5.9,0.0,5.9,0.0,0.0,5.9,11.1,11.8,0.0,0.0,0.0,5.9,0.0,5.9,5.9,0.0,0.0,0.0,0.0,0.0,0.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,0.0,0.0,5.9,0.0,0.0,0.0,0.0,5.9,0.0,0.0,0.0,100.0,5.9,0.0,0.0,0.0,5.9,0.0,0.0,0.0,0.0,0.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.0,0.0,0.0,6.2,6.2,0.0,0.0,11.8,5.9,11.8,5.9,0.0,11.8,11.8,6.3,11.8,6.3,122.9,0.0,107.3,0
2024-12-28_20:57:23,36.0,38.0,51.0,41.0,41.0,49.0,38.0,40.0,51.0,40.0,44.0,51.0,42.0,44.8,41.2,41.0,39.5,43.0,41.5,40.5,39.2,41.2,46.0,40.0,41.0,40.8,43.0,40.8,41.5,42.0,42.2,1.5,1.8,1.7,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2.3,2.1,1.8,2.2,1.7,1.5,1.5,1.5,1.8,1.5,1.5,1.6,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2.6,1.5,1.5,1.5,2.5,3.4,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.6,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.8,1.5,1.5,1.5,1.5,1.5,1.6,1.9,2.1,1.9,1.5,1.5,1.5,1.5,1.8,1.9,1.8,1.5,1.5,1.5,1.6,18.1,1.0,0.0,0.0,2.9,1.9,0.0,0.0,0.0,0.0,0.5,2.9,2.4,4.4,0.0,0.0,5.4,4.9,2.9,2.4,0.5,1.9,2.5,0.0,4.4,0.5,8.1,1.9,0.5,1.0,0.0,0.0,6.2,1.0,0.5,0.0,0.0,0.0,1.5,3.9,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,2.4,0.0,0.0,0.0,1.0,1.9,1.9,0.0,2.4,4.8,0.0,1.0,0.0,0.0,0.5,2.9,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.9,4.3,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,3.4,1.4,0.0,1.0,0.5,3.4,0.0,6.8,5.3,4.9,4.0,3.9,0.0,6.2,5.4,3.9,4.9,10.6,2.9,5.9,4.9,117.7,0.1,108.6,0.0
2024-12-28_20:57:25,37.0,38.0,51.0,41.0,41.0,50.0,39.0,41.0,51.0,40.0,45.0,51.0,42.0,45.0,41.8,41.5,40.0,44.8,41.8,41.5,39.2,41.2,46.0,41.5,41.2,41.0,43.5,41.5,42.8,42.2,43.5,1.7,1.8,1.5,1.7,2.5,1.9,1.5,2.5,1.4,1.5,1.5,1.5,2.5,2.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2.5,1.5,1.5,1.5,2.5,1.5,1.7,1.8,2.2,2.4,1.9,1.7,1.6,1.8,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.6,1.5,2.1,1.6,1.5,1.5,1.5,2.5,1.5,2.5,1.5,2.5,3.1,2.5,2.5,1.5,1.5,1.5,1.5,1.5,1.5,1.4,1.5,1.5,2.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.9,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.8,1.5,1.4,1.6,1.9,1.5,2.5,2.5,1.9,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.6,1.7,1.9,1.7,1.9,1.6,1.7,1.7,1.6,1.5,1.9,1.6,1.8,1.6,1.8,1.6,8.5,26.1,16.1,5.4,12.6,5.9,3.0,9.2,3.0,5.4,7.5,0.5,14.6,11.3,7.0,5.9,10.8,9.5,9.9,4.0,15.8,13.8,10.3,6.9,11.4,9.4,5.0,13.4,12.2,10.0,6.4,6.9,7.8,11.7,9.4,13.7,8.5,10.4,12.8,9.4,14.9,19.0,7.3,6.9,0.0,0.0,0.0,5.4,22.5,5.0,5.4,5.9,14.3,16.4,6.8,5.4,0.0,7.8,1.0,5.4,0.0,13.3,12.3,8.9,11.3,4.9,0.0,5.9,12.7,17.2,1.0,0.0,4.9,23.6,9.4,6.5,0.0,0.0,0.0,5.0,5.4,0.0,0.0,5.0,11.9,17.2,4.9,5.4,0.0,12.9,6.4,0.0,5.4,0.0,5.4,18.6,5.4,9.8,9.8,6.9,5.4,13.7,8.0,2.0,0.0,0.5,0.5,0.0,6.3,5.4,18.1,6.4,6.4,10.1,9.3,9.0,12.9,19.3,19.9,16.7,11.9,15.1,7.1,21.1,17.5,25.6,12.4,13.6,9.0,133.2,0.4,124.3,0.1
2024-12-28_20:57:28,37.0,38.0,51.0,41.0,41.0,51.0,39.0,41.0,51.0,40.0,45.0,51.0,42.0,45.0,41.5,41.2,39.2,42.5,41.5,41.0,42.2,41.8,46.0,41.0,41.8,40.5,43.5,41.2,42.0,42.0,42.5,1.6,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.8,1.5,1.9,1.5,1.5,1.5,1.5,1.5,1.8,1.5,1.9,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.6,1.6,1.5,1.5,1.5,1.5,2.4,2.9,2.7,1.4,1.5,1.5,3.2,3.0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3.0,2.5,1.5,3.4,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3.1,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3.1,2.5,1.5,1.5,1.5,1.5,1.8,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.9,1.9,1.6,1.5,1.6,1.8,1.6,1.5,1.7,1.6,1.8,1.5,1.3,1.6,1.5,3.3,14.7,14.7,3.5,7.6,4.9,2.0,0.5,0.0,3.9,7.3,3.9,2.5,0.0,0.0,0.5,5.9,1.0,2.5,1.0,7.4,3.0,1.0,0.0,1.0,5.9,5.4,3.4,3.9,0.5,0.5,0.5,3.0,3.5,1.5,2.5,2.5,7.8,2.0,1.0,0.0,3.0,4.9,7.4,6.4,4.0,2.5,7.4,7.4,1.0,1.0,0.0,1.0,4.4,0.5,2.5,2.9,5.4,2.5,2.9,1.0,0.0,3.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,10.2,1.5,0.0,1.0,1.5,3.0,3.5,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,8.3,7.5,2.0,0.0,0.0,5.0,2.5,1.5,0.0,0.0,0.5,2.9,1.5,8.9,4.5,0.5,0.0,0.0,0.0,0.0,6.3,2.5,6.0,0.0,0.0,0.0,0.0,0.5,4.4,3.0,3.9,1.0,9.4,8.3,5.3,6.9,11.4,10.7,11.4,12.6,13.6,9.5,8.1,14.4,121.3,0.1,114.3,0.0
2024-12-28_20:57:30,37.0,38.0,51.0,41.0,41.0,51.0,39.0,41.0,51.0,41.0,44.0,51.0,43.0,44.8,40.5,41.2,39.8,42.8,41.0,40.5,39.5,41.8,45.8,41.0,39.8,41.2,43.2,40.8,42.5,41.8,42.8,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2.5,1.4,1.5,1.5,1.5,1.5,1.5,1.5,1.4,1.5,1.6,1.9,1.5,1.5,1.5,1.5,1.5,1.9,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.9,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.8,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2.9,3.0,3.4,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.6,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2.0,2.1,2.0,2.2,2.3,1.9,1.5,1.8,1.5,1.5,1.5,1.5,1.4,1.5,1.3,1.5,2.2,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,2.5,1.0,0.5,0.0,1.0,1.0,7.3,4.9,4.9,3.4,0.5,0.0,0.0,0.0,6.3,0.5,0.0,0.0,1.0,3.4,4.4,0.5,0.0,0.0,0.0,4.9,0.5,5.4,2.0,4.5,1.0,4.9,2.0,0.0,0.5,0.0,0.0,5.4,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.8,4.4,5.4,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,6.9,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,4.4,2.9,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,4.4,0.0,0.0,0.0,0.0,0.0,10.2,4.5,13.7,9.5,10.2,9.9,9.5,9.4,6.3,4.5,10.8,8.8,9.5,3.9,6.4,7.4,119.1,0.0,112.0,0.0
2024-12-28_20:57:32,36.0,38.0,51.0,40.0,40.0,51.0,39.0,41.0,51.0,40.0,45.0,51.0,43.0,44.8,41.8,41.5,39.5,42.8,42.0,40.5,39.5,41.2,45.8,40.8,39.8,41.5,42.8,41.0,41.2,41.8,42.8,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.8,1.6,1.5,1.7,1.5,1.5,1.5,1.5,1.4,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.8,1.6,1.5,1.5,1.8,1.6,1.6,1.5,1.8,1.6,1.5,1.5,1.5,1.8,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2.6,2.6,2.5,1.5,3.2,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.6,1.6,1.9,1.6,1.9,1.6,1.5,1.9,1.5,1.5,1.5,1.8,1.5,1.5,1.5,1.5,1.9,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,3.0,0.5,0.0,0.0,0.0,6.9,6.5,4.9,5.4,3.4,6.4,4.9,0.5,0.0,0.0,2.9,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.3,5.4,1.5,3.9,8.9,2.0,1.5,1.0,1.5,0.0,0.0,0.0,1.0,6.4,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.9,6.3,5.4,1.0,3.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,8.3,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,5.9,8.2,11.4,13.7,8.0,8.5,7.0,1.5,0.0,2.5,6.0,6.5,2.5,5.9,1.0,118.3,0.0,109.9,0.0
2024-12-28_20:57:34,37.0,38.0,51.0,41.0,41.0,50.0,39.0,40.0,51.0,40.0,44.0,51.0,43.0,44.5,40.5,41.0,39.5,42.5,40.8,41.2,39.0,41.2,45.8,40.5,40.8,39.8,42.8,40.5,42.0,41.5,42.0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.9,1.4,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.8,1.6,1.6,1.9,1.5,1.5,2.5,1.5,1.5,1.5,2.5,1.5,3.4,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2.0,2.4,1.9,2.1,1.9,2.0,1.9,1.9,1.5,1.5,1.5,1.5,1.8,1.5,1.8,1.5,1.8,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.0,1.0,0.5,0.0,1.5,3.9,3.0,2.5,2.5,4.9,0.0,0.0,0.0,0.0,3.4,0.5,4.4,5.0,0.0,0.5,0.0,0.0,0.5,0.0,5.4,0.0,0.0,0.0,6.3,1.5,1.5,0.0,2.5,2.5,5.0,6.3,1.0,2.9,8.8,5.0,7.7,3.0,1.5,2.5,0.0,1.0,0.0,0.0,4.9,0.5,5.8,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,11.3,11.8,5.0,7.3,11.3,10.7,6.5,0.0,3.9,0.0,2.0,12.3,6.3,0.0,0.0,118.5,0.0,109.6,0.0
2024-12-28_20:57:36,36.0,38.0,51.0,41.0,41.0,50.0,38.0,41.0,51.0,40.0,45.0,51.0,43.0,45.9,46.5,46.8,45.2,49.2,46.5,45.5,46.0,46.0,46.9,44.2,46.5,45.8,49.2,46.2,47.8,43.8,45.8,2.7,2.5,3.1,2.8,3.0,3.1,3.1,3.0,2.5,3.1,2.5,2.8,3.1,3.1,2.5,2.5,2.5,2.5,2.5,2.5,3.1,3.1,3.1,3.1,3.1,3.0,3.0,3.0,2.5,3.0,3.1,3.1,3.0,2.5,2.5,2.5,2.5,3.1,1.5,3.1,2.7,3.1,2.5,2.5,2.5,3.1,2.5,3.1,2.5,3.1,1.5,3.1,3.1,2.5,1.5,2.5,2.5,3.1,2.5,2.5,2.5,2.5,2.5,3.1,2.5,3.1,2.5,2.5,2.5,2.5,3.1,3.1,3.1,3.1,3.1,3.1,1.5,2.5,2.5,3.1,2.5,2.9,3.1,3.1,3.1,3.1,3.1,3.1,2.5,2.9,3.1,3.1,3.1,2.5,3.1,3.1,2.5,3.1,3.1,1.9,3.1,3.1,1.9,2.5,2.5,3.1,2.5,3.1,3.1,2.5,1.5,1.5,1.5,3.1,3.1,2.5,2.5,3.1,3.0,1.5,1.5,2.9,3.1,3.1,3.1,3.1,3.1,3.0,3.1,26.2,26.9,33.3,36.4,23.4,22.0,17.8,29.4,21.7,32.0,37.4,30.2,13.7,26.6,24.1,33.0,19.6,24.0,18.1,22.2,26.7,33.5,31.0,28.3,30.9,22.5,23.9,31.2,22.2,32.5,32.7,21.1,30.2,26.7,5.9,21.2,37.9,38.2,7.8,20.1,5.4,23.8,22.0,23.5,31.1,30.0,35.9,40.6,32.0,34.0,25.9,29.7,23.4,40.2,19.6,33.0,19.9,30.7,16.8,14.7,11.3,37.7,19.1,30.0,14.8,26.9,31.0,19.0,24.9,33.3,26.2,27.3,27.9,24.0,25.0,30.9,14.6,24.0,20.1,44.3,33.7,26.0,32.4,35.6,20.6,31.9,34.6,28.3,21.7,15.7,19.7,29.6,23.6,23.4,27.2,23.3,36.1,25.1,27.9,28.9,33.8,39.9,27.0,15.6,23.0,27.6,29.4,20.6,28.6,6.9,6.8,4.4,34.8,34.2,45.5,25.6,21.0,32.4,29.4,9.9,19.7,22.3,36.0,29.4,22.1,39.0,21.1,39.4,22.8,173.0,0.7,162.2,0.6
2024-12-28_20:57:38,37.0,38.0,51.0,41.0,41.0,49.0,39.0,40.0,51.0,40.0,44.0,51.0,43.0,47.6,46.8,44.8,43.2,50.2,47.5,43.0,42.5,44.5,47.1,43.2,42.2,44.5,49.2,43.8,44.8,45.2,45.0,2.1,1.5,3.1,1.5,3.1,3.1,1.5,1.5,1.5,3.1,2.5,3.1,2.5,1.5,1.5,2.5,1.5,3.1,1.5,1.5,1.5,3.1,1.5,1.5,3.1,3.1,3.1,1.5,1.5,1.5,1.5,3.1,1.5,1.9,1.5,2.5,1.5,3.1,3.1,1.9,1.5,1.5,3.1,1.5,1.5,3.1,1.5,1.5,1.5,1.5,3.1,1.5,3.1,3.1,1.5,1.5,1.5,2.5,3.1,3.1,1.5,1.5,2.5,3.1,1.5,2.5,3.1,2.5,1.5,1.5,2.5,2.5,1.5,3.1,3.1,2.5,1.5,3.1,1.5,2.5,1.5,3.1,1.5,1.5,1.5,1.5,2.5,3.1,1.5,3.1,3.1,1.5,1.5,2.5,2.5,1.5,1.5,3.1,2.5,1.5,3.1,3.1,1.5,1.5,1.5,2.5,3.1,1.5,3.1,3.1,2.5,1.5,1.5,2.5,1.9,1.5,2.5,3.1,1.5,3.1,3.1,3.1,1.5,3.1,1.5,1.5,1.5,2.5,1.5,32.0,22.1,89.7,13.1,39.1,84.7,12.8,35.5,4.4,54.7,63.1,84.2,7.4,16.7,13.8,4.9,5.9,91.6,0.5,2.0,1.0,95.6,5.9,1.0,94.6,84.2,53.7,1.0,12.7,4.9,0.0,83.4,16.8,13.2,5.9,39.7,9.3,73.3,49.8,4.4,4.4,22.1,54.2,1.0,2.0,96.1,22.2,50.2,24.1,5.4,61.1,9.9,55.2,86.8,1.0,51.5,1.0,37.3,71.4,57.8,0.5,69.1,0.5,3.0,0.5,64.7,91.1,7.9,6.9,37.6,4.4,6.9,5.4,96.1,84.9,4.9,3.4,57.4,2.0,9.3,12.3,70.0,10.3,5.4,2.5,10.3,10.2,85.8,1.0,70.0,88.2,10.8,5.4,11.8,10.2,12.3,7.8,27.1,27.9,2.9,97.1,94.6,3.4,0.5,0.0,42.6,83.7,9.3,93.1,52.0,3.4,0.0,4.4,8.8,20.8,32.8,58.1,86.7,13.8,30.4,52.5,57.1,27.6,91.2,3.9,4.4,4.9,31.4,37.9,169.7,0.5,160.1,1.3
