137.02, 0, 2
137.21, 3, 2
134.24, 0, 2
132.73, 0, 2
131.25, 0, 2
129.81, 0, 2
126.39, 0, 2
124.80, 0, 2
124.80, 0, 2
124.80, 0, 2
124.80, 0, 2
124.80, 0, 2
99.58, 0, 2
85.71, 0, 2
75.71, 0, 2
73.19, 0, 2
70.98, 0, 2
67.35, 0, 2
42.46, 0, 2
42.46, 0, 2
42.46, 0, 2
42.46, 0, 2
42.46, 0, 2
42.46, 0, 2
38.24, 0, 2
38.24, 0, 2
37.38, 0, 5
37.10, 0, 5
36.88, 0, 5
36.79, 0, 5
36.62, 0, 5
35.27, 0, 5
35.27, 0, 5
35.27, 0, 5
35.27, 0, 5
35.27, 0, 5
35.27, 0, 5
35.27, 0, 5
35.27, 0, 5
34.98, 0, 5
34.98, 0, 5
34.98, 0, 5
34.98, 0, 5
34.98, 0, 5
34.98, 0, 5
35.02, 0, 5
36.69, 0, 22
49.60, 2, 264
58.58, 0, 264
62.24, 0, 264
68.31, 0, 264
70.86, 0, 264
73.22, 0, 264
117.71, 0, 264
117.71, 0, 264
117.71, 0, 264
117.71, 0, 264
117.71, 0, 264
117.71, 0, 264
117.71, 0, 264
117.71, 0, 264
117.28, 0, 264
117.28, 0, 264
117.28, 0, 264
117.28, 0, 264
117.28, 0, 264
117.36, 3, 3878
117.49, 3, 3878
117.62, 52, 3878
121.49, 55, 3878
122.98, 55, 3878
124.50, 51, 6634
132.13, 70, 2892
132.44, 70, 272
143.57, 30, 272
145.05, 0, 272
146.48, 0, 272
146.09, 0, 272
145.74, 0, 272
145.21, 0, 272
136.83, 0, 272
136.69, 0, 272
135.97, 0, 6014
136.47, 24, 10316
136.68, 30, 11108
136.95, 30, 11108
137.50, 54, 11108
137.63, 50, 11108
138.25, 54, 11108
138.60, 54, 11108
138.59, 43, 11108
138.60, 53, 11108
138.53, 53, 11108
138.04, 3, 11108
137.88, 4, 11108
137.23, 5, 11108
137.19, 5, 11108
136.54, 8, 11108
