156.69, 46, 2
147.55, 3, 2
146.36, 0, 2
146.48, 0, 2
145.54, 0, 2
144.73, 0, 2
142.23, 0, 2
141.17, 0, 2
141.17, 0, 2
141.17, 0, 2
141.17, 0, 2
141.17, 0, 2
141.17, 0, 2
140.82, 0, 2
130.41, 0, 2
120.86, 0, 2
117.62, 0, 2
112.32, 0, 2
110.15, 0, 2
79.86, 0, 2
77.05, 0, 2
77.05, 0, 2
77.05, 0, 2
77.05, 0, 2
77.05, 0, 2
77.05, 0, 2
43.52, 0, 2
43.52, 0, 2
43.52, 0, 2
43.52, 0, 2
43.52, 0, 2
43.52, 0, 2
41.40, 0, 5
40.84, 0, 5
40.51, 0, 5
39.87, 0, 5
39.63, 0, 5
39.22, 0, 5
37.42, 0, 5
37.42, 0, 5
37.42, 0, 5
37.42, 0, 5
37.42, 0, 5
37.42, 0, 5
37.42, 0, 5
36.31, 0, 5
36.31, 0, 5
36.31, 0, 5
36.31, 0, 5
36.31, 0, 5
36.31, 0, 5
36.21, 0, 5
36.21, 0, 5
36.21, 0, 5
38.54, 0, 19
48.30, 0, 264
52.11, 2, 264
55.53, 0, 264
58.62, 0, 264
87.25, 0, 264
89.58, 0, 264
91.58, 0, 264
118.19, 0, 264
118.19, 0, 264
118.19, 0, 264
118.19, 0, 264
118.19, 0, 264
118.19, 0, 264
118.19, 0, 264
118.19, 0, 264
117.69, 0, 264
117.69, 0, 264
117.69, 0, 264
117.69, 0, 264
117.62, 0, 266
117.73, 1, 870
118.75, 64, 272
123.33, 5, 272
124.77, 5, 5004
126.08, 32, 5004
128.15, 58, 5004
129.02, 58, 5004
138.01, 54, 5004
140.90, 46, 5680
150.35, 46, 8322
161.35, 89, 4718
163.88, 100, 2718
166.21, 44, 2768
168.91, 44, 2768
172.11, 80, 2986
176.74, 66, 2984
180.05, 66, 3026
174.21, 78, 2768
169.91, 81, 2898
169.63, 81, 2768
170.51, 55, 2986
169.46, 56, 2768
167.44, 59, 2768
165.86, 59, 2854
163.10, 55, 5178
157.24, 43, 14864
155.14, 42, 14864
153.44, 42, 14864
150.48, 56, 14864
148.20, 40, 14864
144.39, 55, 14864
142.68, 55, 14864
142.18, 57, 14864
142.21, 47, 14864
142.13, 57, 14864
142.02, 57, 14864
142.25, 57, 14864
142.27, 47, 14864
142.27, 55, 14864
142.09, 55, 14864
145.79, 56, 21782
147.80, 75, 2794
148.94, 75, 274
150.51, 100, 274
151.52, 100, 272
152.23, 28, 269
152.09, 28, 2
151.88, 3, 2
148.18, 0, 2
144.77, 0, 2
143.68, 0, 2
142.75, 0, 2
140.40, 0, 2
140.60, 0, 2
140.60, 0, 2
140.60, 0, 2
140.60, 0, 2
139.65, 0, 2
137.07, 0, 2
127.36, 0, 2
121.89, 0, 2
116.16, 0, 2
110.28, 0, 2
105.94, 0, 2
83.41, 0, 2
83.41, 0, 2
83.41, 0, 2
83.41, 0, 2
83.41, 0, 2
83.41, 0, 2
42.57, 0, 2
42.57, 0, 2
42.57, 0, 2
40.54, 0, 5
40.27, 0, 5
40.03, 0, 5
39.58, 0, 5
36.67, 0, 5
36.60, 0, 5
36.54, 0, 5
36.54, 0, 5
36.54, 0, 5
36.54, 0, 5
36.54, 0, 5
36.54, 0, 5
35.96, 0, 5
35.96, 0, 5
35.96, 0, 5
35.96, 0, 5
35.96, 0, 5
35.96, 0, 5
35.96, 0, 5
43.52, 0, 20
49.82, 2, 264
54.99, 2, 264
63.33, 0, 264
66.70, 0, 264
69.69, 0, 264
74.66, 0, 264
76.86, 0, 264
117.73, 0, 264
117.73, 0, 264
117.73, 0, 264
117.73, 0, 264
117.73, 0, 264
117.73, 0, 264
117.73, 0, 264
117.20, 0, 264
117.20, 0, 264
117.20, 0, 264
117.20, 0, 264
117.20, 0, 264
117.38, 16, 746
118.59, 50, 272
119.49, 50, 272
123.33, 0, 5004
126.07, 49, 5004
127.30, 49, 5004
129.11, 46, 5004
137.09, 48, 5004
138.72, 48, 9528
155.27, 71, 4310
160.74, 92, 2740
163.06, 92, 3158
168.05, 87, 2768
170.72, 80, 2964
175.98, 69, 2768
177.81, 69, 2768
172.93, 60, 2986
169.65, 64, 2984
165.45, 45, 2768
165.25, 45, 2984
162.50, 57, 2768
161.78, 54, 2768
161.24, 54, 3158
161.52, 56, 2768
160.36, 61, 2768
159.30, 59, 4996
157.75, 59, 11600
156.06, 11, 14864
152.94, 53, 14864
151.43, 53, 14864
147.18, 53, 14864
145.35, 45, 14864
142.16, 58, 14864
141.67, 58, 14864
141.64, 59, 14864
141.70, 59, 14864
141.79, 59, 14864
141.83, 50, 14864
141.76, 60, 14864
141.80, 60, 14864
141.92, 55, 14864
141.89, 52, 14864
141.87, 52, 14864
146.63, 54, 20182
147.78, 88, 274
149.60, 100, 274
150.57, 100, 272
151.48, 100, 272
151.50, 7, 269
151.22, 7, 2
