151.44, 0, 2
141.65, 3, 2
140.34, 0, 2
137.90, 0, 2
136.71, 0, 2
134.99, 0, 2
134.66, 0, 2
134.75, 0, 2
134.75, 0, 2
134.75, 0, 2
134.75, 0, 2
134.75, 0, 2
119.51, 0, 2
109.09, 0, 2
103.74, 0, 2
101.43, 0, 2
97.84, 0, 2
96.39, 0, 2
95.11, 0, 2
76.41, 0, 2
76.41, 0, 2
76.41, 0, 2
76.41, 0, 2
76.41, 0, 2
76.41, 0, 2
47.41, 0, 2
43.97, 0, 3
43.51, 0, 5
43.33, 0, 5
43.07, 0, 5
42.96, 0, 5
42.79, 0, 5
42.25, 0, 5
39.45, 0, 5
39.45, 0, 5
39.45, 0, 5
39.45, 0, 5
39.45, 0, 5
39.45, 0, 5
39.45, 0, 5
34.57, 0, 5
34.57, 0, 5
34.57, 0, 5
34.57, 0, 5
34.57, 0, 5
34.57, 0, 5
34.57, 0, 5
37.13, 0, 20
44.20, 2, 264
54.16, 0, 264
58.17, 0, 264
64.77, 0, 264
67.52, 0, 264
72.13, 0, 264
110.11, 0, 264
114.86, 0, 264
114.86, 0, 264
114.86, 0, 264
114.86, 0, 264
114.86, 0, 264
114.86, 0, 264
114.86, 0, 264
114.11, 0, 264
114.11, 0, 264
114.11, 0, 264
114.11, 0, 264
114.11, 0, 264
114.10, 0, 938
115.37, 31, 272
115.39, 40, 9648
116.78, 45, 11766
118.19, 45, 11766
120.71, 54, 11766
121.72, 54, 11766
127.93, 54, 11766
130.74, 55, 11766
131.33, 57, 11766
133.39, 57, 11766
136.95, 59, 11766
137.12, 59, 11766
137.18, 56, 11766
137.28, 56, 11766
146.03, 43, 22608
160.22, 90, 19952
170.92, 99, 10620
178.24, 99, 16966
185.90, 100, 16966
187.98, 100, 274
188.90, 100, 274
190.72, 100, 272
182.61, 75, 272
158.12, 0, 2
149.59, 3, 2
144.77, 3, 2
141.74, 0, 2
138.16, 0, 2
136.99, 0, 2
135.80, 0, 2
135.13, 0, 2
135.03, 0, 2
135.03, 0, 2
135.03, 0, 2
135.03, 0, 2
133.87, 0, 2
130.26, 0, 2
119.64, 0, 2
114.18, 0, 2
106.19, 0, 2
103.86, 0, 2
101.87, 0, 2
98.60, 0, 2
76.11, 0, 2
76.11, 0, 2
76.11, 0, 2
76.11, 0, 2
76.11, 0, 2
76.11, 0, 2
65.50, 0, 2
60.61, 0, 5
57.83, 0, 5
56.72, 0, 5
54.73, 0, 5
53.91, 0, 5
52.51, 0, 5
40.44, 0, 5
40.44, 0, 5
40.44, 0, 5
40.44, 0, 5
40.44, 0, 5
40.44, 0, 5
40.44, 0, 5
36.92, 0, 5
36.92, 0, 5
36.92, 0, 5
36.92, 0, 5
36.92, 0, 5
36.92, 0, 5
36.43, 0, 28
51.06, 2, 264
60.75, 0, 264
64.56, 0, 264
70.72, 0, 264
73.28, 0, 264
114.95, 0, 264
114.93, 0, 264
114.93, 0, 264
114.93, 0, 264
114.93, 0, 264
114.93, 0, 264
114.93, 0, 264
114.93, 0, 264
114.23, 0, 264
114.23, 0, 264
114.23, 0, 264
114.23, 0, 264
114.23, 0, 264
114.39, 0, 708
115.37, 49, 704
116.58, 49, 5182
122.29, 27, 11766
123.52, 45, 11766
125.44, 52, 11766
126.19, 52, 11766
134.90, 54, 11766
136.34, 56, 11766
136.95, 56, 11766
136.80, 56, 11766
136.83, 57, 11766
136.80, 57, 11766
136.84, 57, 11766
136.88, 58, 11766
136.85, 58, 11766
142.19, 58, 22608
156.07, 84, 21202
170.26, 98, 12908
179.75, 98, 16966
184.66, 100, 16758
187.23, 100, 274
189.29, 100, 274
190.39, 100, 272
186.05, 88, 269
158.64, 0, 2
